time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
1994-02-19 15:05:00,0.141,0.0494,0.0392,1.811764705882353e-09,3.471428571428572e-07
1994-02-19 15:06:00,0.2158,0.04584,0.03506,1.8e-09,3.514285714285715e-07
1994-02-19 15:07:00,0.2905999999999999,0.04228,0.03092,9.329411764705882e-10,3.542857142857143e-07
1994-02-19 15:08:00,0.3654,0.03872,0.0267799999999999,2.105882352941176e-09,3.528571428571428e-07
1994-02-19 15:09:00,0.4402,0.03516,0.02264,2.952941176470588e-09,3.571428571428572e-07
1994-02-19 15:10:00,0.515,0.0316,0.0185,2.141176470588235e-09,3.5571428571428576e-07
1994-02-19 15:11:00,0.478,0.06848,0.02976,2e-09,3.585714285714286e-07
1994-02-19 15:12:00,0.441,0.10536,0.04102,2.2588235294117646e-09,3.514285714285715e-07
1994-02-19 15:13:00,0.404,0.14224,0.05228,2.0823529411764707e-09,3.514285714285715e-07
1994-02-19 15:14:00,0.367,0.17912,0.06354,2.1529411764705883e-09,3.514285714285715e-07
1994-02-19 15:15:00,0.33,0.216,0.0748,1.8588235294117646e-09,3.542857142857143e-07
1994-02-19 15:16:00,0.2966,0.17824,0.06266,2.0823529411764707e-09,3.5e-07
1994-02-19 15:17:00,0.2632,0.14048,0.05052,1.7294117647058823e-09,3.542857142857143e-07
1994-02-19 15:18:00,0.2298,0.1027199999999999,0.03838,2.105882352941176e-09,3.6e-07
1994-02-19 15:19:00,0.1964,0.0649599999999999,0.02624,3.435294117647059e-09,3.571428571428572e-07
1994-02-19 15:20:00,0.163,0.0272,0.0141,2.0941176470588235e-09,3.585714285714286e-07
1994-02-19 15:21:00,0.1556,0.02664,0.0141,1.352941176470588e-09,3.585714285714286e-07
1994-02-19 15:22:00,0.1482,0.02608,0.0141,1.6e-09,3.571428571428572e-07
1994-02-19 15:23:00,0.1408,0.02552,0.0141,1.235294117647059e-09,3.542857142857143e-07
1994-02-19 15:24:00,0.1334,0.02496,0.0141,1.764705882352941e-09,3.528571428571428e-07
1994-02-19 15:25:00,0.126,0.0244,0.0141,1.5176470588235295e-09,3.514285714285715e-07
1994-02-19 15:26:00,0.1456,0.06032,0.03608,2.388235294117647e-09,3.5e-07
1994-02-19 15:27:00,0.1652,0.0962399999999999,0.05806,1.4823529411764707e-09,3.485714285714286e-07
1994-02-19 15:28:00,0.1848,0.1321599999999999,0.08004,1.247058823529412e-09,3.4571428571428575e-07
1994-02-19 15:29:00,0.2044,0.1680799999999999,0.10202,1.1058823529411766e-09,3.4571428571428575e-07
1994-02-19 15:30:00,0.224,0.204,0.124,1.1235294117647059e-09,3.385714285714286e-07
1994-02-19 15:31:00,0.2382,0.1959999999999999,0.1196,1.5176470588235295e-09,3.442857142857143e-07
1994-02-19 15:32:00,0.2524,0.188,0.1152,7.670588235294116e-10,3.400000000000001e-07
1994-02-19 15:33:00,0.2666,0.18,0.1108,8.44705882352941e-10,3.385714285714286e-07
1994-02-19 15:34:00,0.2808,0.172,0.1064,5.717647058823527e-10,3.342857142857143e-07
1994-02-19 15:35:00,0.295,0.164,0.102,1.0552941176470584e-09,3.328571428571429e-07
1994-02-19 15:36:00,0.25306,0.14426,0.0849999999999999,1.0929411764705883e-09,3.3e-07
1994-02-19 15:37:00,0.2111199999999999,0.12452,0.068,9.623529411764706e-10,3.3142857142857146e-07
1994-02-19 15:38:00,0.16918,0.10478,0.051,4.776470588235294e-10,3.2857142857142857e-07
1994-02-19 15:39:00,0.12724,0.08504,0.034,9.64705882352941e-10,3.2857142857142857e-07
1994-02-19 15:40:00,0.0853,0.0653,0.017,1.0458823529411766e-09,3.2142857142857145e-07
1994-02-19 15:41:00,0.09564,0.0625199999999999,0.01698,5.117647058823528e-10,3.2142857142857145e-07
1994-02-19 15:42:00,0.10598,0.05974,0.01696,8.71764705882353e-10,3.185714285714286e-07
1994-02-19 15:43:00,0.11632,0.05696,0.01694,5.905882352941175e-10,3.157142857142857e-07
1994-02-19 15:44:00,0.12666,0.05418,0.0169199999999999,1.2588235294117648e-09,3.157142857142857e-07
1994-02-19 15:45:00,0.137,0.0514,0.0169,3.9176470588235296e-10,3.157142857142857e-07
1994-02-19 15:46:00,0.134,0.06152,0.0246599999999999,6.470588235294115e-10,3.142857142857144e-07
1994-02-19 15:47:00,0.131,0.07164,0.03242,2.611764705882353e-10,3.1142857142857144e-07
1994-02-19 15:48:00,0.128,0.08176,0.04018,8.011764705882351e-10,3.1142857142857144e-07
1994-02-19 15:49:00,0.125,0.0918799999999999,0.0479399999999999,8.105882352941175e-10,3.128571428571429e-07
1994-02-19 15:50:00,0.122,0.102,0.0557,1.0705882352941175e-09,3.228571428571429e-07
