time_tag,p3_flux_ic,p5_flux_ic,p7_flux_ic,short,long
1989-08-21 21:10:00,7.91,0.39,0.0391,6.929411764705882e-09,1.5285714285714283e-06
1989-08-21 21:11:00,7.64,0.4036,0.05328,7.023529411764705e-09,1.5142857142857145e-06
1989-08-21 21:12:00,7.37,0.4172,0.0674599999999999,6.8000000000000005e-09,1.5e-06
1989-08-21 21:13:00,7.1,0.4308,0.0816399999999999,6.811764705882353e-09,1.5e-06
1989-08-21 21:14:00,6.83,0.4444,0.0958199999999999,6.411764705882353e-09,1.4857142857142858e-06
1989-08-21 21:15:00,6.56,0.458,0.11,6.964705882352942e-09,1.4857142857142858e-06
1989-08-21 21:16:00,6.9,0.4696,0.10518,6.8941176470588235e-09,1.4857142857142858e-06
1989-08-21 21:17:00,7.239999999999999,0.4812,0.10036,6.447058823529412e-09,1.4857142857142858e-06
1989-08-21 21:18:00,7.58,0.4928,0.09554,6.811764705882353e-09,1.4857142857142858e-06
1989-08-21 21:19:00,7.92,0.5044,0.09072,6.682352941176471e-09,1.4857142857142858e-06
1989-08-21 21:20:00,8.26,0.516,0.0859,6.705882352941177e-09,1.4714285714285716e-06
1989-08-21 21:21:00,8.225999999999999,0.5034000000000001,0.08158,6.7647058823529415e-09,1.4714285714285716e-06
1989-08-21 21:22:00,8.192,0.4908,0.07726,6.929411764705882e-09,1.4714285714285716e-06
1989-08-21 21:23:00,8.158,0.4782,0.07294,6.882352941176471e-09,1.4714285714285716e-06
1989-08-21 21:24:00,8.124,0.4656,0.06862,6.564705882352941e-09,1.4714285714285716e-06
1989-08-21 21:25:00,8.09,0.453,0.0643,6.529411764705882e-09,1.4857142857142858e-06
1989-08-21 21:26:00,8.106,0.4508,0.06254,6.8941176470588235e-09,1.4857142857142858e-06
1989-08-21 21:27:00,8.122,0.4486,0.06078,7.235294117647059e-09,1.4857142857142858e-06
1989-08-21 21:28:00,8.138,0.4464,0.05902,7.270588235294117e-09,1.5e-06
1989-08-21 21:29:00,8.154,0.4442,0.05726,8.11764705882353e-09,1.5285714285714283e-06
1989-08-21 21:30:00,8.17,0.442,0.0555,7.847058823529412e-09,1.5285714285714283e-06
1989-08-21 21:31:00,8.032,0.4424,0.05332,8.11764705882353e-09,1.5142857142857145e-06
1989-08-21 21:32:00,7.894,0.4428,0.05114,7.941176470588235e-09,1.5142857142857145e-06
1989-08-21 21:33:00,7.756,0.4432,0.04896,7.541176470588236e-09,1.5e-06
1989-08-21 21:34:00,7.618,0.4436,0.04678,7.352941176470588e-09,1.5e-06
1989-08-21 21:35:00,7.48,0.444,0.0446,7.435294117647058e-09,1.4857142857142858e-06
1989-08-21 21:36:00,7.396,0.4302,0.0435,7.705882352941177e-09,1.5e-06
1989-08-21 21:37:00,7.312,0.4164,0.0424,7.541176470588236e-09,1.4857142857142858e-06
1989-08-21 21:38:00,7.228,0.4026,0.0413,6.964705882352942e-09,1.4857142857142858e-06
1989-08-21 21:39:00,7.144,0.3888,0.0402,6.447058823529412e-09,1.4714285714285716e-06
1989-08-21 21:40:00,7.06,0.375,0.0391,7.058823529411764e-09,1.4714285714285716e-06
1989-08-21 21:41:00,7.09,0.3718,0.03468,6.882352941176471e-09,1.4714285714285716e-06
1989-08-21 21:42:00,7.12,0.3686,0.03026,8.458823529411765e-09,1.4857142857142858e-06
